Name,Phone,URL,Square Feet Total,Neighborhood,Organization Type,Dominant Discipline,Year of Occupation,Rent vs Own,Age of Current Building,Length of Lease (Date), Year Organization Founded,Number of Past Facilities,Stages and Theaters,Stage & Theater Seats ,Gallery Space,Gallery Square Feet,ADA Compliant,Available Parking,Street Presence,Rental Space ,Alcohol Sales,Organization Mission,Funded by A&C,Funded by 4Culture,"Stability Index (5=very stable, 1=very uncertain)","Control Index (5=very in control, 1 = very out of control) ",Constituency over 50% one race,Specific Demographics and Community,Organization Leadership,Organization Artists,Closed Date,Closed?,Address,Location,Latitude,Longitude
Studio Current,,,,Capitol Hill,,Multi-use,,,1910,,,1,,,,,N,,N,Y,,,,,,,,,,,,0,"1100 E Pike St, Seattle WA 98101","(47.61426, -122.317856)",47.61426,-122.317856
Zions Gate Records,,,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,,0,1100 E Pike St Seattle WA 98122,"(47.61426, -122.317856)",47.61426,-122.317856
Seattle Public Library Ballard,(206) 684-4089,www.spl.org,15000,Ballard,Y,Literary,2004,Other,2005,0,1913,1,0,0,N,0,Y,,Y,Y,Y,,Y,,5,,,,,,,0,5614 22nd Ave NW Seattle WA 98107,"(47.6698215, -122.3843172)",47.6698215,-122.3843172
"Chop Suey, LLC.",(206) 538-0556,www.chopsuey.com,4957,Capitol Hill,N,Music,2015,O,1923,,2015,0,1,,N,,Y,0,N,N,Y,,N,,4,,,,,,,0,1325 E Madison St Seattle WA 98122,"(47.6134869, -122.3144433)",47.6134869,-122.3144433
Dance Underground,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,340 15th E Seattle WA 98112,"(47.621666, -122.312294)",47.621666,-122.312294
Blindfold Gallery (CLOSED),,,,,,Visual,,,,,,,,,,,,,,,,,,,,,,,,,2014-12-11T00:00:00.000,1,1718 E Olive Way Seattle WA 98102,"(47.6200267, -122.3227112)",47.6200267,-122.3227112
Guitar Center,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,530 Westlake Ave Seattle WA 98109,"(47.623835, -122.33846)",47.623835,-122.33846
Metrix Create Space,(206) 357-9406,www.metrixcreatespace.com,2000,Capitol Hill,N,Multi-use,2009,R,1920,2024,2004,1,0,0,N,0,N,0,N,N,N,,N,,4,,,,,,,0,623 Broadway E Seattle WA 98102,"(47.624979, -122.3211541)",47.624979,-122.3211541
Woodland Park United Methodist,(206) 784-6969,www.woodlandparkumc.org,1200,Greenwood,Y,Multi-use,1950,O,1950,,1900,1,1,90,Y,300,Y,30,Y,Y,N,,N,,3,,,,,,,0,302 N 78th St Seattle WA 98103,"(47.685528, -122.355046)",47.685528,-122.355046
Volunteer Park Ampitheater,(206) 684-4080,www.seattle.gov/parks/parkspaces/volpark.htm,400,Capitol Hill,,Performance,,O,,0,,0,1,,N,0,,50,,Y,N,,N,,5,,,,,,,0,1247 15th Ave E Seattle WA 98112,"(47.6320524, -122.3127683)",47.6320524,-122.3127683
Seattle Public Library New Holly,(206) 760-3296,www.spl.org,4000,Beacon Hill,Y,Literary,1998,R,1999,2098,1913,1,0,0,N,0,Y,,Y,Y,Y,,Y,,5,,,,,,,0,3815 S Othello St #103 Seattle WA 98118,"(47.53683545, -122.2840438)",47.53683545,-122.2840438
Open Books,(206) 633-0811,www.openpoetrybooks.com,950,Wallingford,N,Literary,1995,O,1907,,1987,1,0,0,N,0,Y,0,Y,N,N,,N,,5,,,,,,,0,2414 N 45th St Seattle WA 98103,"(47.6615557, -122.3294857)",47.6615557,-122.3294857
Cafe Racer Espresso,(206) 523-5282,www.caferacerseattle.com,2000,Rosetown,Other,Performance,2004,R,1970,,2004,20,1,20,Y,1200,Partial,2,Y,N,Y,,N,,3,,,,,,,0,5828 Roosevelt Way NE Seattle WA 98105,"(47.67146895, -122.3171254)",47.67146895,-122.3171254
Kinokuniya Book Store,(206) 587-2477,www.kinokuniya.com/us,8020,International District,N,Literary,2003,R,2000,"2,015",2003,1,0,0,N,0,,,Y,,N,,N,,5,,,,,,,0,525 South Weller St. Seattle WA 98144,"(47.5975101, -122.3116039)",47.5975101,-122.3116039
Studio Current,,,,Capitol Hill,,Multi-use,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-30T00:00:00.000,1,1417 10th Ave #C Seattle WA 98122,"(47.613223, -122.319412)",47.613223,-122.319412
The Studio of Awesome (CLOSED),,,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-13T00:00:00.000,1,101 N 85th Street #201 Seattle WA 98103,"(47.69038, -122.3577075)",47.69038,-122.3577075
Seattle Center Pavilion,(206) 684-7200,www.seattlecenter.com,5300,Seattle Center in Uptown,,Multi-use,1962,O,1961,0,1962,0,1,336,N,0,Y,0,N,,N,,N,,5,,,,,,,0,305 Harrison St Seattle WA 98109,"(47.62056855, -122.350491)",47.62056855,-122.350491
Seattle Public Theater,(206) 524-1300,www.seattlepublictheater.org,2400,Green Lake,Y,Performance,2001,R,1928,,1988,0,1,165,N,0,Y,0,N,N,N,,Y,,4,,,,,,,0,7312 Green Lake Trail Seattle WA 98103,"(47.682538, -122.34083)",47.682538,-122.34083
Friends of KEXP,(206) 520-5800,www.kexp.org,6288,South Lake Union,Y,Music,2003,R,1945,2015-12-31T00:00:00.000,2002,1,0,0,N,0,,19,Y,N,N,,Y,,3,,,,,,,0,113 Dexter Ave North Seattle WA 98109,"(47.61908755, -122.3428109)",47.61908755,-122.3428109
University of Washington Drama Library,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,Room 145 Hutchinson Hall Seattle WA 98195,"(47.654194, -122.300385)",47.654194,-122.300385
SURF Incubator,(206) 777-1177,www.surfincubator.com,22000,Downtown,N,Performance,2014,R,1983,I don't know.,2012,1,1,20,N,0,I don't know.,100,N,Y,N,,N,,4,,,,,,,0,999 3rd Ave Suite 700 Seattle WA 98104,"(47.605034, -122.334244)",47.605034,-122.334244
Mead St.,(253) 683-0790,,1000,Hillman City,Y,Music,2016,R,1910,2019,2016,0,,,N,,Y,,N,No,N,Provide access to creative tools and technology while promoting intersectionality and mindfulness,N,,5,3,We aim to empower women int he recording arts.,We aim to empower women int he recording arts.,Yes,Yes,,,5800 Rainier Ave S,"(47.550297, -122.277208)",47.550297,-122.277208
University of Washington Mathematics Research Library,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,Padelford Hall University of Washington Seattle WA 98195,"(47.656969, -122.304421)",47.656969,-122.304421
Easy Street Records,,,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,,0,4559 California Ave SW Seattle WA 98116,"(47.5614664, -122.3870841)",47.5614664,-122.3870841
Sam Day Studio & Gallery,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,79 S Main St,"(47.599897, -122.335086)",47.599897,-122.335086
Kenyon Hall,(206) 937-3613,www.kenyonhall.org,1200,West Seattle,Y,Performance,1992,O,1916,0,1992,0,1,125,N,0,Partial,1,Y,Y,N,,N,,5,,,,,,,0,7904 35th Ave SW Seattle WA 98126,"(47.5316617, -122.3761768)",47.5316617,-122.3761768
Georgetown Steam Plant,206-684-0199,www.georgetownsteamplant.org,20000,Georgetown,O,Heritage,1951,Own,1911,0,1902,5,,,N,,N,,N,Yes,N,"Celebrating the Georgetown Steam Plant, a National Historic Landmark built in 1906.",N,"Yes, currently",5,5,General,General,N/A,N/A,,,6605 13th Ave. S.,,,
Canoe Social Club,(206) 550-4818,www.canoesocialclub.com,522,Capitol Hill,Other,Performance,2010,R,1900,2015,2009,3,0,0,Y,200,N,0,N,N,N,,N,,2,,,,,,,0,1423 10th Ave Seattle WA 98122,"(47.613571, -122.319832)",47.613571,-122.319832
Prographica Gallery,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,313 Occidental Ave s,"(47.59954, -122.333271)",47.59954,-122.333271
Geisa Dutra Piano Studio,(206) 295-6590,www.geisadutra.com,1700,Greenwood,N,Performance,1996,O,1940,0,1996,1,0,0,N,0,,0,Y,Y,Y,,N,,4,,,,,,,0,Â 8735 Palatine Ave N Seattle WA 98103,"(47.6934167, -122.3569439)",47.6934167,-122.3569439
Edd Cox Fine Art,(206) 682-4046,www.eddcoxfineart.com,4500,Pioneer Square,N,Visual,2010,R,1900,2017,1978,4,0,0,Y,1500,Y,0,Y,N,Y,,N,,3,,,,,,,0,313 1st Ave S Seattle WA 98104,"(47.5995772, -122.3345636)",47.5995772,-122.3345636
4Culture in Tashiro Kaplan,(206) 296-7580,www.4culture.org,,Pioneer Square,,Arts/Cultural Administration or Advocacy,2005,R,1919,2034,1967,2,0,0,Y,1000,Y,0,Y,Y,Y,,N,,5,,,,,,,0,101 Prefontaine Pl S Seattle WA 98104,"(47.6014352, -122.3300625)",47.6014352,-122.3300625
Form/Space Atelier,(206) 349-2509,www.formspaceatelier.com,333,Belltown,N,Visual,2006,R,1905,It's month to month.,2006,1,1,12,N,0,Partial,0,Y,Y,N,,N,,2,,,,,,,0,2407 1st Ave Seattle WA 98121,"(47.6142042, -122.348419)",47.6142042,-122.348419
Tryptos Studio Collective,(206) 783-6997,https://artisttrust.org/index.php/for-artists/resource/tryptos_studio_collective,1600,Ballard,,Studios,2002,R,1911,It's month to month.,2002,0,0,0,Y,300,N,0,N,N,Y,,N,,4,,,,,,,0,5227 Leary Ave NW Seattle WA 98107,"(47.6661353, -122.3818674)",47.6661353,-122.3818674
Northwest African American Museum,(206) 518-6000,www.naamnw.org,19700,Central District,Y,Heritage,2010,R,1906,,2007,0,0,0,Y,7500,Y,45,Y,Y,N,,Y,,3,,,,,,,0,2300 S Massachusetts St Seattle WA 98144,"(47.5891416, -122.3018907)",47.5891416,-122.3018907
Made Sewing Studio,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,101 N 85th St Suite 201 Seattle WA 98103,"(47.69038, -122.357727)",47.69038,-122.357727
Ltd. Art Gallery (CLOSED),(206) 457-2970,www.ltdartgallery.com,1100,Capitol Hill,N,Visual,2011,R,2008,2014,2011,0,0,0,Y,1000,Y,1,Y,Y,N,,N,,1,,,,,,2015-03-01T00:00:00.000,1,307 E Pike St Seattle WA 98122,"(47.6138928, -122.3271174)",47.6138928,-122.3271174
Emerald Ballet Theatre,425-883-3405,www.emeraldballet.org,6000,,Y,Studios,2007,Rent,1970,2020,2007,0,0,0,Y,2500,N,,N,Yes,N,"Emerald Ballet Theatre (EBT) is dedicated to advancing the arts through education, performance, outreach, and collaboration with other arts organizations.",N,"Yes, currently",3,3,General,General,N/A,N/A,,,12368 Northup Way,,,
Ballard Rock Rooms/Birds Nest,(206) 369-7588,http://www.rockroomsballard.com/Home.html,8800,Ballard,N,Music,2014,O,1940,,2013,0,0,0,N,0,Y,0,N,Y,N,,N,,5,,,,,,,0,632 NW 46th St Seattle WA 98107,"(47.6624817, -122.3655177)",47.6624817,-122.3655177
Seattle Grip & Lighting,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,1050 W Nickerson St Seattle WA 98119,"(47.6547393, -122.3709909)",47.6547393,-122.3709909
Washington State Convention & Trade Center Gallery,,,,,,Visual,,,,,,,,,,,,,,,,,,,,,,,,,,0,800 Convention Place Second Floor Seattle WA 98101,"(47.611415, -122.331472)",47.611415,-122.331472
Color 1 Photo,(206) 622-7107,www.color1photo.com,4000,Pioneer Square,N,Visual,2013,R,1890,,2004,1,0,,N,,I don't know.,0,Y,N,N,,N,,2,,,,,,,0,411 2nd Avenue Ext. S Seattle WA 98104,"(47.599017, -122.331575)",47.599017,-122.331575
Amplifier,,amplifier.org,,,Y,Visual,2019,Rent,,,2015,,,,Y,,Y,,Y,No,N,"Amplifier is a nonprofit design lab that builds art and media experiments to amplify the most important movements of our times. We design and distribute art that engages people in the creation of a more just, inclusive and sustainable future.",C,No,5,5,general,general,N/A,N/A,,,901 Hiawatha Pl S Unit #100,"(47.59421, -122.309316)",47.59421,-122.309316
Seattle Metropolitan Police Museum,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,317 3rd Ave South Seattle WA 98104,"(47.599653, -122.33026)",47.599653,-122.33026
Mode Music Studios,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,3805 Delridge Way SW Seattle WA 98106,"(47.569904, -122.362556)",47.569904,-122.362556
Small Faces/Crown Hill Center,(206) 782-2611,www.smallfaces.org,1000,Crown Hill,Y,Multi-use,1909,O,201,,1989,0,0,,N,,Y,15,I don't know.,Y,N,,N,,5,,,,,,,0,9250 14th Ave NW Seattle WA 98117,"(47.69725335, -122.3736211)",47.69725335,-122.3736211
National Film Festival for Talented Youth (NFFTY),,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,1319 Dexter Ave N Seattle WA 98109,"(47.63115945, -122.3426842)",47.63115945,-122.3426842
Seattle Public Library Fremont,(206) 684-4084,www.spl.org,6840,Fremont,Y,Literary,1920,Other,1921,0,1913,0,0,0,N,0,Y,,Y,Y,Y,,Y,,5,,,,,,,0,731 N. 35th St. Seattle WA 98103,"(47.6500311, -122.3484385)",47.6500311,-122.3484385
Little Red Hen,,,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,,0,7115 Woodlawn Ave NE Seattle WA 98115,"(47.6802289, -122.3248831)",47.6802289,-122.3248831
Re-bar,,,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-01T00:00:00.000,1,1114 Howell St Seattle WA 98101,"(47.6167076, -122.3310756)",47.6167076,-122.3310756
Civetta Dance Space,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,124 N 103rd St Seattle WA 98133,"(47.703865, -122.356766)",47.703865,-122.356766
Panda Photographic Laboratories Inc,(206) 285-7091,www.pandalab.com,2300,Queen Anne,N,Service/Supply,1984,R,1930,2020,1983,0,0,0,N,0,N,2,Y,N,N,,N,,5,,,,,,,0,533 Warren Ave N Seattle WA 98109,"(47.623769, -122.354085)",47.623769,-122.354085
The Big Picture,(206) 256-0566,www.thebigpicture.net,4400,Belltown,N,Cinema,1998,,1950,0,1998,1,1,100,N,0,Y,,Y,Y,Y,,N,,5,,,,,,2020-05-01T00:00:00.000,1,2505 1st Ave Seattle WA 98121,"(47.6146778, -122.3492477)",47.6146778,-122.3492477
Seattle Public Library Lake City,(206) 684-7518,www.spl.org,15300,Lake City,Y,Literary,1964,Other,1965,0,1913,1,0,0,N,0,Y,,Y,Y,Y,,Y,,5,,,,,,,0,12501 28th Ave N.E. Seattle WA 98125,"(47.7197965, -122.2980932)",47.7197965,-122.2980932
"Seattle Pacific University McKinley Hall-Kreider Art Gallery, E.E. Bach Theater",,,,,,Performance,,,,,,,,,,,,,,,,,,,,,,,,,,0,3307 3rd Ave West Seattle WA 98119,"(47.6489942, -122.3617027)",47.6489942,-122.3617027
Pilchuck Glass School Exhibition Space,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,240 2nd Ave S,"(47.600249, -122.331109)",47.600249,-122.331109
Wilder Sound Studios,,,,,,Studios,,,,,,,,,,,,,,,,,,,,,,,,,,0,3429 Airport Way S Seattle WA 98134,"(47.5728531, -122.3231882)",47.5728531,-122.3231882
J. Rinehart Gallery,(206) 467-4508,www.jrinehartgallery.com,1100,Pioneer Square,Y,Visual,2019,R,1910,2024,2019,0,0,0,Y,1100,N,,Y,No,N,"With a focus on artists with connections to the Pacific Northwest, J. Rinehart Gallery strives to exhibit works of art that are process oriented, conceptually driven, and adhere to the highest level of quality and craftsmanship.   We believe that art connects people and their community on a personal level. Experiencing art physically and living with it daily fosters an emotional connection and a greater understanding of the communities we live in and the world at large, making both a better place.",N,No,3,2,General,General,N/A,N/A,,,319 3rd Avenue S,"(47.599454, -122.330651)",47.599454,-122.330651
Feedback Lounge,(206) 453-3259,www.feedbacklounge.net,2900,West Seattle,N,Multi-use,2009,R,1930,2022,2009,0,0,150,N,0,Y,20,Y,Y,Y,,N,,4,,,,,,,0,6451 California Ave. SW Seattle WA 98136,"(47.545139, -122.3874303)",47.545139,-122.3874303
Seattle Creative Arts,,,,,,Studios,,,,,,,,,,,,,,,,,,,,,,,,,,0,2601 NW Market St Seattle WA 98107,"(47.668377, -122.390541)",47.668377,-122.390541
Densho: The Japanese American Legacy Project,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,1416 S. Jackson St. Seattle WA 98144,"(47.5994214, -122.3133875)",47.5994214,-122.3133875
My World Dance and Fitness Studio,(206) 861-2500,www.myworld-df.com,600,Central District,N,Multi-use,2008,R,2008,No single race is more than 50% of our audience.,2008,0,0,0,N,0,Y,0,N,Y,N,,Y,,,,,,,,,0,849 Hiawatha Pl S Seattle WA 98144,"(47.595163, -122.309673)",47.595163,-122.309673
Bonfire at Panama Hotel,,,,,,Visual,,,,,,,,,,,,,,,,,,,,,,,,,,0,603 South Main Street Seattle WA 98104,"(47.60003, -122.326102)",47.60003,-122.326102
The Knitting School,(206) 353-1337,www.theknittingschool.com,360,Mt. Baker,N,Arts/Cultural Training or Education,2011,R,1940,,2008,1,0,,N,,N,0,N,N,N,,N,,3,,,,,,,0,1507 30th Ave S Seattle WA 98144,"(47.589146, -122.293938)",47.589146,-122.293938
St. Luke's Episcopal Church Seattle,206-784-3119,stlukesseattle.org,10000,Ballard,Y,Multi-use,1924,O,1975,,1924,1,2,170,No,,Partial,25,Yes,Yes,No,,No,,5,,,,,,,0,5710 22nd Ave NW Seattle WA 98107,"(47.67041, -122.384102)",47.67041,-122.384102
Scratch Deli,,,,,,Performance,,,,,,,,,,,,,,,,,,,,,,,,,,0,1718 12th Ave Seattle WA 98122,"(47.617073, -122.31649)",47.617073,-122.31649
Of the Earth,(206) 462-7022,www.oftheearth.org,4000,Greenlake,N,Multi-use,2014,R,1900,2019,1994,4,0,0,N,0,Y,0,Y,N,N,,N,,5,,,,,,,0,7706 Aurora Ave N Seattle WA 98103,"(47.6850306, -122.344258)",47.6850306,-122.344258
Henry Art Museum,(206) 543-2280,www.henryart.org,40000,University District,Y,Visual,1927,Other,1927,2017,1927,0,1,150,Y,16004,Y,0,N,N,Y,,Y,,5,,,,,,,0,15th Ave NE Seattle WA 98105,"(47.6539065, -122.3121096)",47.6539065,-122.3121096
Bryan Ohno Gallery,,,,,,Visual,,,,,,,,,,,,,,,,,,,,,,,,,,0,521 S Main St Seattle WA 98104,"(47.5999167, -122.3267574)",47.5999167,-122.3267574
Hot Glass Color,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,2227 5th Ave Seattle WA 98121,"(47.615477, -122.34221)",47.615477,-122.34221
Steinbrueck Native Gallery,(206) 441-3821,www.steinbruecknativegallery.com,1500,Belltown,N,Visual,2006,R,1992,0,2006,0,0,0,Y,,Y,0,Y,,N,,N,,4,,,,,,,0,2030 Western Ave Seattle WA 98121,"(47.6112287, -122.3444605)",47.6112287,-122.3444605
Pivot Art + Culture,,www.pivotartandculture.org,,,,Visual,2015,R,,,,,,,Y,,,,Y,,,,,,,,,,,,2017-08-11T00:00:00.000,1,609 Westlake Ave N,,,
Meter Music School,(206) 355-6088,www.metermusicschool.com,1500,Central District,N,Music,2011,R,1920,2019,2011,0,0,0,Y,300,I don't know.,0,Y,Y,N,,N,,4,,,,,,,0,2110 E Union St Seattle WA 98122,"(47.613136, -122.304382)",47.613136,-122.304382
The Royal Room,(206) 906-9920,,3000,Columbia City,N,Music,2011,R,1917,2019,2011,3,1,150,N,,Y,,Y,Yes,Y,Providing a venue for both musicians and the public to enjoy all types of music played by all types of people.,N,,4,3,general,general,N/A,N/A,,,5000 Rainier Ave S,"(47.556793, -122.283927)",47.556793,-122.283927
Three Dollar Bill Cinema,,,,,,Cinema,,,,,,,,,,,,,,,,,,,,,,,,,,0,1122 E. Pike St. #1313 Seattle WA 98122,"(47.614273, -122.317245)",47.614273,-122.317245
CV Gallery,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,85 Yesler Way,"(47.601559, -122.33508)",47.601559,-122.33508
Central Area Senior Center,,,,,,Community Center,,,,,,,,,,,,,,,,,,,,,,,,,,0,500 30th Ave S Seattle WA 98144,"(47.597873, -122.293854)",47.597873,-122.293854
Sunny Arms Artist Cooperative,,,,,,Studios,,,,,,,,,,,,,,,,,,,,,,,,,,0,707 S. Snoqualmie St Seattle WA 98108,"(47.5616585, -122.3237001)",47.5616585,-122.3237001
Art Zone with Nancy Guppy,(206) 276-0126,seattlechannel.org/artzone,3500,Georgetown,Y,"Art Zone covers all genre of art through video artist profiles, interviews with artists and leaders of cultural institutions and video shoots of bands and other local performances.",2016,Rent,1910,0000,2008,,0,0,N,0,Y,,N,No,N,Art Zone promotes Seattle's art scene.,N,No,4,1,General,General,N/A,N/A,,,980 S. Nebraska St,"(47.549593, -122.317292)",47.549593,-122.317292
Oromo Community Organization,,,,,,Community Center,,,,,,,,,,,,,,,,,,,,,,,,,,0,2718 S Jackson St Seattle WA 98144,"(47.599216, -122.296595)",47.599216,-122.296595
Showbox at the Market,(206) 628-3151,www.showboxonline.com/market,10000,Downtown,N,Music,2007,R,1939,2024,2007,0,1,1130,N,0,Partial,0,Y,N,Y,,N,,4,,,,,,,0,1426 1st Ave Seattle WA 98101,"(47.608495, -122.339743)",47.608495,-122.339743
Pocket Theater,(303) 803-4589,www.thepocket.org,2500,Greenwood,N,Performance,2014,R,1960,2026,2013,0,0,1,Y,1000,Y,4,Y,Y,Y,,N,,4,,,,,,,0,8313 Greenwood Ave N Seattle WA 98103,"(47.689323, -122.3553)",47.689323,-122.3553
Rainier Community Center,2063861919,seattle.gov/parks,28400,Columbia City,G,Community Center,1995,O,1995,,1928,1,0,0,N,,Y,63,Y,Y,N,,N,,5,,,,,,,0,4600 38th Ave S Street Seattle Wa 98118,"(47.561654, -122.284859)",47.561654,-122.284859
Underwood Stables,,,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,,0,4306 Fremont Ave N Seattle WA 98103,"(47.659514, -122.35003)",47.659514,-122.35003
Seattle Public Library South Park,(206) 615-1688,www.spl.org,5019,South Park,Y,Literary,2005,Other,2006,0,1913,1,0,0,N,0,Y,,Y,Y,Y,,Y,,5,,,,,,,0,8604 8th Ave S Seattle WA 98108,"(47.5262606, -122.3225793)",47.5262606,-122.3225793
Artspace Tashiro Kaplan Lofts and the Angle & Corridor Gallery,(206) 223-1160,www.tklofts.com,130000,Pioneer Square,N,Live/Work,2004,O,1902,0,2004,0,0,0,Y,,Partial,24,Y,Y,N,,,,5,,,,,,,0,115 Prefontaine Place S Seattle WA 98104,"(47.6012805, -122.3297091)",47.6012805,-122.3297091
Seattle Center Seattle Children's Theatre,(206) 441-3322,www.sct.org,65000,Seattle Center in Uptown,Y,Performance,1993,R,1993,2013,1975,1,2,756,N,0,Y,0,Y,Y,N,,Y,,4,,,,,,,0,201 Thomas St Seattle WA 98109,"(47.6204434, -122.3525072)",47.6204434,-122.3525072
Gansango Music & Dance,(206) 417-4679,www.gansango.com,286,Northgate,N,Performance,2009,O,2008,,2000,1,0,,N,0,N,2,Y,N,N,,Y,,5,,,,,,,0,1243 NE 130th St Seattle WA 98125,"(47.72280815, -122.3134892)",47.72280815,-122.3134892
Ada's Technical Books,(206) 322-1058,https://www.seattletechnicalbooks.com/,,Capitol Hill,,Literary,,,,,,,,,,,,,,,,,,,,,,,,,,0,425 15th Ave East Seattle WA 98112,"(47.622415, -122.31263)",47.622415,-122.31263
University of Washington Foster Business Library,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,Paccar Hall West Stevens Way NE Seattle WA 98195,"(47.659126, -122.308582)",47.659126,-122.308582
Secret Garden Books,,,,,,Literary,,,,,,,,,,,,,,,,,,,,,,,,,,0,2214 NW Market St Seattle WA 98107,"(47.66867, -122.385491)",47.66867,-122.385491
Full Tilt Columbia City,(206) 226-2740,www.fulltilticecream.com,1100,Columbia City,N,Performance,2008,R,,2021,2008,0,0,0,Y,,Y,0,Y,Y,Y,,N,,5,,,,,,,0,5041 Rainier Ave S Seattle WA 98118,"(47.5559849, -122.2840929)",47.5559849,-122.2840929
Century Ballroom,(206) 324-7263,www.centuryballroom.com,11300,Capitol Hill,N,Multi-use,1996,R,1908,2017,1996,2,2,399,N,0,Partial,0,Y,Y,Y,,N,,4,,,,,,,0,915 E Pine St Seattle WA 98122,"(47.6151265, -122.3198707)",47.6151265,-122.3198707
Senior Center of West Seattle,,,,,,Community Center,,,,,,,,,,,,,,,,,,,,,,,,,,0,4217 SW Oregon St. Seattle WA 98116,"(47.562884, -122.385849)",47.562884,-122.385849
University of Washington Physics Astronomy Reading Room (CLOSED),,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,1,3910 15th Ave NE Seattle WA 98105,"(47.65408, -122.312135)",47.65408,-122.312135
Langston Hughes Performing Arts Institute,(206) 684-4757,www.langstoninstitute.org,30001,Central District,Y,Performance,1969,,1915,,1969,0,1,300,N,0,Partial,45,Y,Y,Y,,Y,,5,,,,,,,0,104 17th Ave S Seattle WA 98144,"(47.60129695, -122.3098251)",47.60129695,-122.3098251
Belltown Ballet BBC Studio,(206) 851-6526,www.belltownballet.com,1200,Belltown,N,Arts/Cultural Training or Education,2005,R,,,1985,3,0,,N,,Y,0,Y,Y,N,,N,,2,,,,,,,0,2306 4th Ave Seattle WA 98121,"(47.6015999, -122.3332441)",47.6015999,-122.3332441
University of Washington Social Work Library,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,4101 15th Avenue NE Seattle WA 98105,"(47.656967, -122.312055)",47.656967,-122.312055
GREG KUCERA GALLERY,2066240770,http://www.gregkucera.com/,6000,Pioneer Square,O,Visual,2000,Own,1904,0,1983,3,0,0,Y,3800,Y,,N,Yes,N,,N,No,4,4,General,General,N/A,N/A,,,212 THIRD AVE S,,,
SPCCCPPC,2063590359,SPCCCPPC@poetry.com,126,Rainier Valley,O,Literary,2010,Other,1927,2017,2010,3,1,650,Y,400,Y,8,Y,Y,N,,"We have been, but are not currently.",,3,,,,,,,0,4223 S Kenyon St Seattle WA 98118,"(47.531185, -122.279564)",47.531185,-122.279564
L.A.B at Seattle Drum School of Music,(206)364-8815,www.seattledrumschool.com,8300,Pinehurst,N,Performance,1986,R,1928,It's month to month.,1986,0,1,90,N,0,Partial,37,Y,N,N,,N,,1,,,,,,,0,12510 15th Ave NE Seattle WA 98125,"(47.7196359, -122.3125577)",47.7196359,-122.3125577
Flury and Company,,,,,,Visual,,,,,,,,,,,,,,,,,,,,,,,,,,0,322 1st Ave S Seattle WA 98104,"(47.5993435, -122.3339158)",47.5993435,-122.3339158
